Code,Name,Manufacturer,Item Type,Part Type,Description,Info,Elemental
{255:304},Freezer Burn,Paladin,Classmod,Skill,,,
{255:305},Reactive Armor,Paladin,Classmod,Skill,,,
{255:306},Reverse Explosion,Paladin,Classmod,Skill,,,
{255:307},Broken Green,Paladin,Classmod,Skill,,,
{255:308},Wildfire,Paladin,Classmod,Skill,,,
{255:309},Burning Rage,Paladin,Classmod,Skill,,,
{255:310},Ballistic Bulwark,Paladin,Classmod,Skill,,,
{255:311},Disco Infernus,Paladin,Classmod,Skill,,,
{255:312},Worldbreaker,Paladin,Classmod,Skill,,,
{255:313},Broken Blue,Paladin,Classmod,Skill,,,
{255:314},Cooling Mantle,Paladin,Classmod,Skill,,,
{255:315},Icy Rage,Paladin,Classmod,Skill,,,
{255:316},Northern Wind,Paladin,Classmod,Skill,,,
{255:317},Winter's Kiss,Paladin,Classmod,Skill,,,
{255:318},Primal Surge,Paladin,Classmod,Skill,,,
{255:319},Age of Ice,Paladin,Classmod,Skill,,,
{255:320},Caroming Shard,Paladin,Classmod,Skill,,,
{255:321},Broken Blue,Paladin,Classmod,Skill,,,
{255:322},Blackout,Paladin,Classmod,Skill,,,
{255:323},Thunderous Rage,Paladin,Classmod,Skill,,,
{255:324},Tactician,Paladin,Classmod,Skill,,,
{255:325},Smelter,Paladin,Classmod,Skill,,,
{255:326},Strike the Anvil,Paladin,Classmod,Skill,,,
{255:327},Broken Blue,Paladin,Classmod,Skill,,,
{255:328},High Voltage,Paladin,Classmod,Skill,,,
{255:329},Berserk,Paladin,Classmod,Skill,,,
{255:330},Bloodlust,Paladin,Classmod,Skill,,,
{255:331},There is Only Red,Paladin,Classmod,Skill,,,
{255:332},Rimebreak,Paladin,Classmod,Skill,,,
{255:333},Brimming Vigor,Paladin,Classmod,Skill,,,
{255:334},My Touch Is Death,Paladin,Classmod,Skill,,,
{255:335},Broken Red,Paladin,Classmod,Skill,,,
{255:336},Into The Fray,Paladin,Classmod,Skill,,,
{255:337},Burning Ramparts,Paladin,Classmod,Skill,,,
{255:338},Harbringer,Paladin,Classmod,Skill,,,
{255:339},Rearm,Paladin,Classmod,Skill,,,
{255:340},Maiming Strike,Paladin,Classmod,Skill,,,
{255:341},Broken White,Paladin,Classmod,Skill,,,
{255:342},Mortal Flare,Paladin,Classmod,Skill,,,
{255:343},Catastrophe,Paladin,Classmod,Skill,,,
{255:344},Dragon's Breath,Paladin,Classmod,Skill,,,
{255:345},Judgement,Paladin,Classmod,Skill,,,
{255:346},Fists of Stone,Paladin,Classmod,Skill,,,
{255:347},Crackling Aegis,Paladin,Classmod,Skill,,,
{255:348},Electrical Fire,Paladin,Classmod,Skill,,,
{255:349},Broken Red,Paladin,Classmod,Skill,,,
{255:350},Tempered Ice,Paladin,Classmod,Skill,,,
{255:351},Cacophony,Paladin,Classmod,Skill,,,
{255:352},Masterwork,Paladin,Classmod,Skill,,,
{255:353},Endless Bombardment,Paladin,Classmod,Skill,,,
{255:354},Stoked,Paladin,Classmod,Skill,,,
{255:355},Ordained Hammer,Paladin,Classmod,Skill,,,
{255:356},Broken Green,Paladin,Classmod,Skill,,,
{255:357},Blast Furnace,Paladin,Classmod,Skill,,,
{255:358},Tempered Lightning,Paladin,Classmod,Skill,,,
{255:359},Armor of Contempt,Paladin,Classmod,Skill,,,
{255:360},Lightning Rod,Paladin,Classmod,Skill,,,
{255:361},Escalation,Paladin,Classmod,Skill,,,
{255:362},Broken Green,Paladin,Classmod,Skill,,,
{255:363},Honed Point,Paladin,Classmod,Skill,,,
{255:364},Permafrost,Paladin,Classmod,Skill,,,
{255:365},Raging Inferno,Paladin,Classmod,Skill,,,
{255:366},Wildheart,Paladin,Classmod,Skill,,,
{255:367},Freezer Burn,Paladin,Classmod,Skill,,,
{255:368},Reactive Armor,Paladin,Classmod,Skill,,,
{255:369},Reverse Explosion,Paladin,Classmod,Skill,,,
{255:370},Broken Green,Paladin,Classmod,Skill,,,
{255:371},Wildfire,Paladin,Classmod,Skill,,,
{255:372},Burning Rage,Paladin,Classmod,Skill,,,
{255:373},Ballistic Bulwark,Paladin,Classmod,Skill,,,
{255:374},Disco Infernus,Paladin,Classmod,Skill,,,
{255:375},Worldbreaker,Paladin,Classmod,Skill,,,
{255:376},Broken Blue,Paladin,Classmod,Skill,,,
{255:377},Cooling Mantle,Paladin,Classmod,Skill,,,
{255:378},Icy Rage,Paladin,Classmod,Skill,,,
{255:379},Northern Wind,Paladin,Classmod,Skill,,,
{255:380},Winter's Kiss,Paladin,Classmod,Skill,,,
{255:381},Primal Surge,Paladin,Classmod,Skill,,,
{255:382},Age of Ice,Paladin,Classmod,Skill,,,
{255:383},Caroming Shard,Paladin,Classmod,Skill,,,
{255:384},Broken Blue,Paladin,Classmod,Skill,,,
{255:385},Blackout,Paladin,Classmod,Skill,,,
{255:386},Thunderous Rage,Paladin,Classmod,Skill,,,
{255:387},Tactician,Paladin,Classmod,Skill,,,
{255:388},Smelter,Paladin,Classmod,Skill,,,
{255:389},Strike the Anvil,Paladin,Classmod,Skill,,,
{255:390},Broken Blue,Paladin,Classmod,Skill,,,
{255:391},High Voltage,Paladin,Classmod,Skill,,,
{255:392},Berserk,Paladin,Classmod,Skill,,,
{255:393},Bloodlust,Paladin,Classmod,Skill,,,
{255:394},There is Only Red,Paladin,Classmod,Skill,,,
{255:395},Rimebreak,Paladin,Classmod,Skill,,,
{255:396},Brimming Vigor,Paladin,Classmod,Skill,,,
{255:397},My Touch Is Death,Paladin,Classmod,Skill,,,
{255:398},Broken Red,Paladin,Classmod,Skill,,,
{255:399},Into The Fray,Paladin,Classmod,Skill,,,
{255:400},Burning Ramparts,Paladin,Classmod,Skill,,,
{255:401},Harbinger,Paladin,Classmod,Skill,,,
{255:402},Rearm,Paladin,Classmod,Skill,,,
{255:403},Maiming Strike,Paladin,Classmod,Skill,,,
{255:404},Broken White,Paladin,Classmod,Skill,,,
{255:405},Mortal Flare,Paladin,Classmod,Skill,,,
{255:406},Catastrophe,Paladin,Classmod,Skill,,,
{255:407},Dragon's Breath,Paladin,Classmod,Skill,,,
{255:408},Judgment,Paladin,Classmod,Skill,,,
{255:409},Fists of Stone,Paladin,Classmod,Skill,,,
{255:410},Crackling Aegis,Paladin,Classmod,Skill,,,
{255:411},Electrical Fire,Paladin,Classmod,Skill,,,
{255:412},Broken Red,Paladin,Classmod,Skill,,,
{255:413},Tempered Ice,Paladin,Classmod,Skill,,,
{255:414},Cacophony,Paladin,Classmod,Skill,,,
{255:415},Masterwork,Paladin,Classmod,Skill,,,
{255:416},Endless Bombardment,Paladin,Classmod,Skill,,,
{255:417},Stoked,Paladin,Classmod,Skill,,,
{255:418},Ordained Hammer,Paladin,Classmod,Skill,,,
{255:419},Broken Green,Paladin,Classmod,Skill,,,
{255:420},Blast Furnace,Paladin,Classmod,Skill,,,
{255:421},Tempered Lightning,Paladin,Classmod,Skill,,,
{255:422},Armor of Contempt,Paladin,Classmod,Skill,,,
{255:423},Lightning Rod,Paladin,Classmod,Skill,,,
{255:424},Escalation,Paladin,Classmod,Skill,,,
{255:425},Broken Green,Paladin,Classmod,Skill,,,
{255:426},Honed Point,Paladin,Classmod,Skill,,,
{255:427},Permafrost,Paladin,Classmod,Skill,,,
{255:428},Raging Inferno,Paladin,Classmod,Skill,,,
{255:429},Wildheart,Paladin,Classmod,Skill,,,
{255:430},Freezer Burn,Paladin,Classmod,Skill,,,
{255:431},Reactive Armor,Paladin,Classmod,Skill,,,
{255:432},Reverse Explosion,Paladin,Classmod,Skill,,,
{255:433},Broken Green,Paladin,Classmod,Skill,,,
{255:434},Wildfire,Paladin,Classmod,Skill,,,
{255:435},Burning Rage,Paladin,Classmod,Skill,,,
{255:436},Ballistic Bulwark,Paladin,Classmod,Skill,,,
{255:437},Disco Infernus,Paladin,Classmod,Skill,,,
{255:438},Worldbreaker,Paladin,Classmod,Skill,,,
{255:439},Broken Blue,Paladin,Classmod,Skill,,,
{255:440},Cooling Mantle,Paladin,Classmod,Skill,,,
{255:441},Icy Rage,Paladin,Classmod,Skill,,,
{255:442},Northern Wind,Paladin,Classmod,Skill,,,
{255:443},Winter's Kiss,Paladin,Classmod,Skill,,,
{255:444},Primal Surge,Paladin,Classmod,Skill,,,
{255:445},Age of Ice,Paladin,Classmod,Skill,,,
{255:446},Caroming Shard,Paladin,Classmod,Skill,,,
{255:447},Broken Blue,Paladin,Classmod,Skill,,,
{255:448},Blackout,Paladin,Classmod,Skill,,,
{255:449},Thunderous Rage,Paladin,Classmod,Skill,,,
{255:450},Tactician,Paladin,Classmod,Skill,,,
{255:451},Smelter,Paladin,Classmod,Skill,,,
{255:452},Strike the Anvil,Paladin,Classmod,Skill,,,
{255:453},Broken Blue,Paladin,Classmod,Skill,,,
{255:454},High Voltage,Paladin,Classmod,Skill,,,
{255:455},Berserk,Paladin,Classmod,Skill,,,
{255:456},Bloodlust,Paladin,Classmod,Skill,,,
{255:457},There is Only Red,Paladin,Classmod,Skill,,,
{255:458},Rimebreak,Paladin,Classmod,Skill,,,
{255:459},Brimming Vigor,Paladin,Classmod,Skill,,,
{255:460},My Touch Is Death,Paladin,Classmod,Skill,,,
{255:461},Broken Red,Paladin,Classmod,Skill,,,
{255:462},Into The Fray,Paladin,Classmod,Skill,,,
{255:463},Burning Ramparts,Paladin,Classmod,Skill,,,
{255:464},Harbinger,Paladin,Classmod,Skill,,,
{255:465},Rearm,Paladin,Classmod,Skill,,,
{255:466},Maiming Strike,Paladin,Classmod,Skill,,,
{255:467},Broken White,Paladin,Classmod,Skill,,,
{255:468},Mortal Flare,Paladin,Classmod,Skill,,,
{255:469},Catastrophe,Paladin,Classmod,Skill,,,
{255:470},Dragon's Breath,Paladin,Classmod,Skill,,,
{255:471},Judgment,Paladin,Classmod,Skill,,,
{255:472},Fists of Stone,Paladin,Classmod,Skill,,,
{255:473},Crackling Aegis,Paladin,Classmod,Skill,,,
{255:474},Electrical Fire,Paladin,Classmod,Skill,,,
{255:475},Broken Red,Paladin,Classmod,Skill,,,
{255:476},Tempered Ice,Paladin,Classmod,Skill,,,
{255:477},Cacophony,Paladin,Classmod,Skill,,,
{255:478},Masterwork,Paladin,Classmod,Skill,,,
{255:479},Endless Bombardment,Paladin,Classmod,Skill,,,
{255:480},Stoked,Paladin,Classmod,Skill,,,
{255:481},Ordained Hammer,Paladin,Classmod,Skill,,,
{255:482},Broken Green,Paladin,Classmod,Skill,,,
{255:483},Blast Furnace,Paladin,Classmod,Skill,,,
{255:484},Tempered Lightning,Paladin,Classmod,Skill,,,
{255:485},Armor of Contempt,Paladin,Classmod,Skill,,,
{255:486},Lightning Rod,Paladin,Classmod,Skill,,,
{255:487},Escalation,Paladin,Classmod,Skill,,,
{255:488},Broken Green,Paladin,Classmod,Skill,,,
{255:489},Honed Point,Paladin,Classmod,Skill,,,
{255:490},Permafrost,Paladin,Classmod,Skill,,,
{255:491},Raging Inferno,Paladin,Classmod,Skill,,,
{255:492},Wildheart,Paladin,Classmod,Skill,,,
{255:493},Freezer Burn,Paladin,Classmod,Skill,,,
{255:494},Reactive Armor,Paladin,Classmod,Skill,,,
{255:495},Reverse Explosion,Paladin,Classmod,Skill,,,
{255:496},Broken Green,Paladin,Classmod,Skill,,,
{255:497},Wildfire,Paladin,Classmod,Skill,,,
{255:498},Burning Rage,Paladin,Classmod,Skill,,,
{255:499},Ballistic Bulwark,Paladin,Classmod,Skill,,,
{255:500},Disco Infernus,Paladin,Classmod,Skill,,,
{255:501},Worldbreaker,Paladin,Classmod,Skill,,,
{255:502},Broken Blue,Paladin,Classmod,Skill,,,
{255:503},Cooling Mantle,Paladin,Classmod,Skill,,,
{255:504},Icy Rage,Paladin,Classmod,Skill,,,
{255:505},Northern Wind,Paladin,Classmod,Skill,,,
{255:506},Winter's Kiss,Paladin,Classmod,Skill,,,
{255:507},Primal Surge,Paladin,Classmod,Skill,,,
{255:508},Age of Ice,Paladin,Classmod,Skill,,,
{255:509},Caroming Shard,Paladin,Classmod,Skill,,,
{255:510},Broken Blue,Paladin,Classmod,Skill,,,
{255:511},Blackout,Paladin,Classmod,Skill,,,
{255:512},Thunderous Rage,Paladin,Classmod,Skill,,,
{255:513},Tactician,Paladin,Classmod,Skill,,,
{255:514},Smelter,Paladin,Classmod,Skill,,,
{255:515},Strike the Anvil,Paladin,Classmod,Skill,,,
{255:516},Broken Blue,Paladin,Classmod,Skill,,,
{255:517},High Voltage,Paladin,Classmod,Skill,,,
{255:518},Berserk,Paladin,Classmod,Skill,,,
{255:519},Bloodlust,Paladin,Classmod,Skill,,,
{255:520},There is Only Red,Paladin,Classmod,Skill,,,
{255:521},Rimebreak,Paladin,Classmod,Skill,,,
{255:522},Brimming Vigor,Paladin,Classmod,Skill,,,
{255:523},My Touch Is Death,Paladin,Classmod,Skill,,,
{255:524},Broken Red,Paladin,Classmod,Skill,,,
{255:525},Into The Fray,Paladin,Classmod,Skill,,,
{255:526},Burning Ramparts,Paladin,Classmod,Skill,,,
{255:527},Harbinger,Paladin,Classmod,Skill,,,
{255:528},Rearm,Paladin,Classmod,Skill,,,
{255:529},Maiming Strike,Paladin,Classmod,Skill,,,
{255:530},Broken White,Paladin,Classmod,Skill,,,
{255:531},Mortal Flare,Paladin,Classmod,Skill,,,
{255:532},Catastrophe,Paladin,Classmod,Skill,,,
{255:533},Dragon's Breath,Paladin,Classmod,Skill,,,
{255:534},Judgment,Paladin,Classmod,Skill,,,
{255:535},Fists of Stone,Paladin,Classmod,Skill,,,
{255:536},Crackling Aegis,Paladin,Classmod,Skill,,,
{255:537},Electrical Fire,Paladin,Classmod,Skill,,,
{255:538},Broken Red,Paladin,Classmod,Skill,,,
{256:1},Genio,Rafa,Classmod,Name+Skin,,,
{256:2},Soldado,Rafa,Classmod,Name+Skin,,,
{256:3},Demolitionist,Rafa,Classmod,Name+Skin,,,
{256:4},Tecnico,Rafa,Classmod,Name+Skin,,,
{256:5},Mercenario,Rafa,Classmod,Name+Skin,,,
{256:6},Gearhead,Rafa,Classmod,Name+Skin,,,
{256:7},Trooper,Rafa,Classmod,Name+Skin,,,
{256:8},Tanker,Rafa,Classmod,Name+Skin,,,
{256:9},Practitioner,Rafa,Classmod,Name+Skin,,,
{256:10},Dancer,Rafa,Classmod,Name+Skin+Leg Effect,,,
{256:11},Filantropo,Rafa,Classmod,Name+Skin+Leg Effect,,,
{256:12},Instigator,Rafa,Classmod,Name+Skin+Leg Effect,,,
{256:13},Buster,Rafa,Classmod,Name+Skin+Leg Effect,,,
{256:14},Esgrimidor,Rafa,Classmod,Name+Skin+Leg Effect,,,
{256:15},Grenazerker,Rafa,Classmod,Name+Skin+Leg Effect,,,
{256:16},Pa' Dentro,Rafa,Classmod,Skill,,,
{256:17},Pa' Dentro,Rafa,Classmod,Skill,,,
{256:18},Pa' Dentro,Rafa,Classmod,Skill,,,
{256:19},Pa' Dentro,Rafa,Classmod,Skill,,,
{256:20},Pa' Dentro,Rafa,Classmod,Skill,Forge Master Skin,,Can be used for skin
{256:21},Legendary Rarity,Rafa,Classmod,Rarity,Esgrimidor Skin,,Can be used for skin
{256:22},Legendary Rarity,Rafa,Classmod,Rarity,Buster Skin,,Can be used for skin
{256:23},Legendary Rarity,Rafa,Classmod,Rarity,Filantropo Skin,,Can be used for skin
{256:24},Legendary Rarity,Rafa,Classmod,Rarity,Grenazerker Skin,,Can be used for skin
{256:25},Legendary Rarity,Rafa,Classmod,Rarity,Dancer Skin,,Can be used for skin
{256:26},Legendary Rarity,Rafa,Classmod,Rarity,Instigator Skin,,Can be used for skin
{256:27},Saldar,Rafa,Classmod,Skill,,,
{256:28},In The Zone,Rafa,Classmod,Skill,,,
{256:29},To The Last,Rafa,Classmod,Skill,,,
{256:30},Hard Sell,Rafa,Classmod,Skill,,,
{256:31},Broken Green,Rafa,Classmod,Skill,,,
{256:32},Diamond Hands,Rafa,Classmod,Skill,,,
{256:33},El Corazon,Rafa,Classmod,Skill,,,
{256:34},Dial In,Rafa,Classmod,Skill,,,
{256:35},Expedite,Rafa,Classmod,Skill,,,
{256:36},Broken Green,Rafa,Classmod,Skill,,,
{256:37},Midnight Oil,Rafa,Classmod,Skill,,,
{256:38},Broken Green,Rafa,Classmod,Skill,,,
{256:39},Handshake Deal,Rafa,Classmod,Skill,,,
{256:40},Abajo,Rafa,Classmod,Skill,,,
{256:41},Metal Management,Rafa,Classmod,Skill,,,
{256:42},Broken Blue,Rafa,Classmod,Skill,,,
{256:43},Al Centro,Rafa,Classmod,Skill,,,
{256:44},First Impression,Rafa,Classmod,Skill,,,
{256:45},Arriba,Rafa,Classmod,Skill,,,
{256:46},Pa'Dentro,Rafa,Classmod,Skill,,,
{256:47},Preparado,Rafa,Classmod,Skill,,,
{256:48},The Thrill,Rafa,Classmod,Skill,,,
{256:49},Broken Blue,Rafa,Classmod,Skill,,,
{256:50},Las Jaras,Rafa,Classmod,Skill,,,
{256:51},Broken Blue,Rafa,Classmod,Skill,,,
{256:52},Rinse,Rafa,Classmod,Skill,,,
{256:53},El Valiente,Rafa,Classmod,Skill,,,
{256:54},Broken Red,Rafa,Classmod,Skill,,,
{256:55},Venganza,Rafa,Classmod,Skill,,,
{256:56},Maestro,Rafa,Classmod,Skill,,,
{256:57},Resiliencia,Rafa,Classmod,Skill,,,
{256:58},CYA,Rafa,Classmod,Skill,,,
{256:59},Field Repairs,Rafa,Classmod,Skill,,,
{256:60},Juerga,Rafa,Classmod,Skill,,,
{256:61},Shield Barriest,Rafa,Classmod,Skill,,,
{256:62},Broken Red,Rafa,Classmod,Skill,,,
{256:63},Deft Hands,Rafa,Classmod,Skill,,,
{256:64},Broken Red,Rafa,Classmod,Skill,,,
{256:65},Sitiar,Rafa,Classmod,Skill,,,
{256:66},Common Rarity,Rafa,Classmod,Rarity,,,
{256:67},Uncommon Rarity,Rafa,Classmod,Rarity,,,
{256:68},Rare Rarity,Rafa,Classmod,Rarity,,,
{256:69},Epic Rarity,Rafa,Classmod,Rarity,,,
{256:70},Legendary Rarity,Rafa,Classmod,Rarity,,,
{256:71},Saldar,Rafa,Classmod,Skill,,,
{256:72},In The Zone,Rafa,Classmod,Skill,,,
{256:73},To The Last,Rafa,Classmod,Skill,,,
{256:74},Hard Sell,Rafa,Classmod,Skill,,,
{256:75},Broken Green,Rafa,Classmod,Skill,,,
{256:76},Diamond Hands,Rafa,Classmod,Skill,,,
{256:77},El Corazon,Rafa,Classmod,Skill,,,
{256:78},Dial In,Rafa,Classmod,Skill,,,
{256:79},Expedite,Rafa,Classmod,Skill,,,
{256:80},Broken Green,Rafa,Classmod,Skill,,,
{256:81},Midnight Oil,Rafa,Classmod,Skill,,,
{256:82},Broken White,Rafa,Classmod,Skill,,,
{256:83},Handshake Deal,Rafa,Classmod,Skill,,,
{256:84},Abajo,Rafa,Classmod,Skill,,,
{256:85},Metal Management,Rafa,Classmod,Skill,,,
{256:86},Broken Blue,Rafa,Classmod,Skill,,,
{256:87},Al Centro,Rafa,Classmod,Skill,,,
{256:88},First Impression,Rafa,Classmod,Skill,,,
{256:89},Arriba,Rafa,Classmod,Skill,,,
{256:90},Preparado,Rafa,Classmod,Skill,,,
{256:91},The Thrill,Rafa,Classmod,Skill,,,
{256:92},Broken Blue,Rafa,Classmod,Skill,,,
{256:93},Las Jaras,Rafa,Classmod,Skill,,,
{256:94},Broken Blue,Rafa,Classmod,Skill,,,
{256:95},Rinse,Rafa,Classmod,Skill,,,
{256:96},El Valiente,Rafa,Classmod,Skill,,,
{256:97},Broken Red,Rafa,Classmod,Skill,,,
{256:98},Venganza,Rafa,Classmod,Skill,,,
{256:99},Maestro,Rafa,Classmod,Skill,,,
{256:100},Resiliencia,Rafa,Classmod,Skill,,,
{256:101},CYA,Rafa,Classmod,Skill,,,
{256:102},Field Repairs,Rafa,Classmod,Skill,,,
{256:103},Juerga,Rafa,Classmod,Skill,,,
{256:104},Shield Barriest,Rafa,Classmod,Skill,,,
{256:105},Broken Red,Rafa,Classmod,Skill,,,
{256:106},Deft Hands,Rafa,Classmod,Skill,,,
{256:107},Broken Red,Rafa,Classmod,Skill,,,
{256:108},Sitiar,Rafa,Classmod,Skill,,,
{256:109},Saldar,Rafa,Classmod,Skill,,,
{256:110},In The Zone,Rafa,Classmod,Skill,,,
{256:111},To The Last,Rafa,Classmod,Skill,,,
{256:112},Hard Sell,Rafa,Classmod,Skill,,,
{256:113},Broken Green,Rafa,Classmod,Skill,,,
{256:114},Diamond Hands,Rafa,Classmod,Skill,,,
{256:115},El Corazon,Rafa,Classmod,Skill,,,
{256:116},Dial In,Rafa,Classmod,Skill,,,
{256:117},Expedite,Rafa,Classmod,Skill,,,
{256:118},Broken Green,Rafa,Classmod,Skill,,,
{256:119},Midnight Oil,Rafa,Classmod,Skill,,,
{256:120},Broken White,Rafa,Classmod,Skill,,,
{256:121},Handshake Deal,Rafa,Classmod,Skill,,,
{256:122},Abajo,Rafa,Classmod,Skill,,,
{256:123},Metal Management,Rafa,Classmod,Skill,,,
{256:124},Broken Blue,Rafa,Classmod,Skill,,,
{256:125},Al Centro,Rafa,Classmod,Skill,,,
{256:126},First Impression,Rafa,Classmod,Skill,,,
{256:127},Arriba,Rafa,Classmod,Skill,,,
{256:128},Preparado,Rafa,Classmod,Skill,,,
{256:129},The Thrill,Rafa,Classmod,Skill,,,
{256:130},Broken Blue,Rafa,Classmod,Skill,,,
{256:131},Las Jaras,Rafa,Classmod,Skill,,,
{256:132},Broken Blue,Rafa,Classmod,Skill,,,
{256:133},Rinse,Rafa,Classmod,Skill,,,
{256:134},El Valiente,Rafa,Classmod,Skill,,,
{256:135},Broken Red,Rafa,Classmod,Skill,,,
{256:136},Venganza,Rafa,Classmod,Skill,,,
{256:137},Maestro,Rafa,Classmod,Skill,,,
{256:138},Resiliencia,Rafa,Classmod,Skill,,,
{256:139},CYA,Rafa,Classmod,Skill,,,
{256:140},Field Repairs,Rafa,Classmod,Skill,,,
{256:141},Juerga,Rafa,Classmod,Skill,,,
{256:142},Shield Barriest,Rafa,Classmod,Skill,,,
{256:143},Broken Red,Rafa,Classmod,Skill,,,
{256:144},Deft Hands,Rafa,Classmod,Skill,,,
{256:145},Broken Red,Rafa,Classmod,Skill,,,
{256:146},Sitiar,Rafa,Classmod,Skill,,,
{256:147},Saldar,Rafa,Classmod,Skill,,,
{256:148},In The Zone,Rafa,Classmod,Skill,,,
{256:149},To The Last,Rafa,Classmod,Skill,,,
{256:150},Hard Sell,Rafa,Classmod,Skill,,,
{256:151},Broken Green,Rafa,Classmod,Skill,,,
{256:152},Diamond Hands,Rafa,Classmod,Skill,,,
{256:153},El Corazon,Rafa,Classmod,Skill,,,
{256:154},Dial In,Rafa,Classmod,Skill,,,
{256:155},Expedite,Rafa,Classmod,Skill,,,
{256:156},Broken Green,Rafa,Classmod,Skill,,,
{256:157},Midnight Oil,Rafa,Classmod,Skill,,,
{256:158},Broken White,Rafa,Classmod,Skill,,,
{256:159},Handshake Deal,Rafa,Classmod,Skill,,,
{256:160},Abajo,Rafa,Classmod,Skill,,,
{256:161},Metal Management,Rafa,Classmod,Skill,,,
{256:162},Broken Blue,Rafa,Classmod,Skill,,,
{256:163},Al Centro,Rafa,Classmod,Skill,,,
{256:164},First Impression,Rafa,Classmod,Skill,,,
{256:165},Arriba,Rafa,Classmod,Skill,,,
{256:166},Preparado,Rafa,Classmod,Skill,,,
{256:167},The Thrill,Rafa,Classmod,Skill,,,
{256:168},Broken Blue,Rafa,Classmod,Skill,,,
{256:169},Las Jaras,Rafa,Classmod,Skill,,,
{256:170},Broken Blue,Rafa,Classmod,Skill,,,
{256:171},Rinse,Rafa,Classmod,Skill,,,
{256:172},El Valiente,Rafa,Classmod,Skill,,,
{256:173},Broken Red,Rafa,Classmod,Skill,,,
{256:174},Venganza,Rafa,Classmod,Skill,,,
{256:175},Maestro,Rafa,Classmod,Skill,,,
{256:176},Resiliencia,Rafa,Classmod,Skill,,,
{256:177},CYA,Rafa,Classmod,Skill,,,
{256:178},Field Repairs,Rafa,Classmod,Skill,,,
{256:179},Juerga,Rafa,Classmod,Skill,,,
{256:180},Shield Barriest,Rafa,Classmod,Skill,,,
{256:181},Broken Red,Rafa,Classmod,Skill,,,
{256:182},Deft Hands,Rafa,Classmod,Skill,,,
{256:183},Broken Red,Rafa,Classmod,Skill,,,
{256:184},Sitiar,Rafa,Classmod,Skill,,,
{256:185},Saldar,Rafa,Classmod,Skill,,,
{256:186},In The Zone,Rafa,Classmod,Skill,,,
{256:187},To The Last,Rafa,Classmod,Skill,,,
{256:188},Hard Sell,Rafa,Classmod,Skill,,,
{256:189},Broken Green,Rafa,Classmod,Skill,,,
{256:190},Diamond Hands,Rafa,Classmod,Skill,,,
{256:191},El Corazon,Rafa,Classmod,Skill,,,
{256:192},Dial In,Rafa,Classmod,Skill,,,
{256:193},Expedite,Rafa,Classmod,Skill,,,
{256:194},Broken Green,Rafa,Classmod,Skill,,,
{256:195},Midnight Oil,Rafa,Classmod,Skill,,,
{256:196},Broken White,Rafa,Classmod,Skill,,,
{256:197},Handshake Deal,Rafa,Classmod,Skill,,,
{256:198},Abajo,Rafa,Classmod,Skill,,,
{256:199},Metal Management,Rafa,Classmod,Skill,,,
{256:200},Broken Blue,Rafa,Classmod,Skill,,,
{256:201},Al Centro,Rafa,Classmod,Skill,,,
{256:202},First Impression,Rafa,Classmod,Skill,,,
{256:203},Arriba,Rafa,Classmod,Skill,,,
{256:204},Preparado,Rafa,Classmod,Skill,,,
{256:205},The Thrill,Rafa,Classmod,Skill,,,
{256:206},Broken Blue,Rafa,Classmod,Skill,,,
{256:207},Las Jaras,Rafa,Classmod,Skill,,,
{256:208},Broken Blue,Rafa,Classmod,Skill,,,
{256:209},Rinse,Rafa,Classmod,Skill,,,
{256:210},El Valiente,Rafa,Classmod,Skill,,,
{256:211},Broken Red,Rafa,Classmod,Skill,,,
{256:212},Venganza,Rafa,Classmod,Skill,,,
{256:213},Maestro,Rafa,Classmod,Skill,,,
{256:214},Resiliencia,Rafa,Classmod,Skill,,,
{256:215},CYA,Rafa,Classmod,Skill,,,
{256:216},Field Repairs,Rafa,Classmod,Skill,,,
{256:217},Juerga,Rafa,Classmod,Skill,,,
{256:218},Shield Barriest,Rafa,Classmod,Skill,,,
{256:219},Broken Red,Rafa,Classmod,Skill,,,
{256:220},Deft Hands,Rafa,Classmod,Skill,,,
{256:221},Broken Red,Rafa,Classmod,Skill,,,
{256:222},Sitiar,Rafa,Classmod,Skill,,,
{256:223},Blowout,Rafa,Classmod,Skill,,,
{256:224},El Paraguas,Rafa,Classmod,Skill,,,
{256:225},Broken Green,Rafa,Classmod,Skill,,,
{256:226},Protecto-Pulse,Rafa,Classmod,Skill,,,
{256:227},Shock Market,Rafa,Classmod,Skill,,,
{256:228},Liquidation,Rafa,Classmod,Skill,,,
{256:229},Broken Green,Rafa,Classmod,Skill,,,
{256:230},Artilleria,Rafa,Classmod,Skill,,,
{256:231},Collaborative Ignition,Rafa,Classmod,Skill,,,
{256:232},Booming Business,Rafa,Classmod,Skill,,,
{256:233},Broken Green,Rafa,Classmod,Skill,,,
{256:234},Sinergia,Rafa,Classmod,Skill,,,
{256:235},Hemolitions,Rafa,Classmod,Skill,,,
{256:236},El Diablito,Rafa,Classmod,Skill,,,
{256:237},El Borracho,Rafa,Classmod,Skill,,,
{256:238},Empuje,Rafa,Classmod,Skill,,,
{256:239},Sustainable Energy,Rafa,Classmod,Skill,,,
{256:240},Motivar,Rafa,Classmod,Skill,,,
{256:241},Broken Green,Rafa,Classmod,Skill,,,
{256:242},Broken Green,Rafa,Classmod,Skill,,,
{256:243},Cruel Accrual,Rafa,Classmod,Skill,,,
{256:244},Broken Red,Rafa,Classmod,Skill,,,
